Date,AAPL,GLD,LQD,MSFT,SPY,USO,VNQ
2020-05-21,77.10099792480469,162.25,110.50181579589844,176.06427001953125,274.17327880859375,26.600000381469727,59.9782600402832
2020-05-22,77.597412109375,163.2100067138672,110.50181579589844,176.1410675048828,274.6939392089844,25.56999969482422,60.787986755371094
2020-05-26,77.07180786132812,160.88999938964844,110.34966278076172,174.27902221679688,278.07843017578125,25.65999984741211,63.060203552246094
2020-05-27,77.40758514404297,161.17999267578125,110.80619049072266,174.50936889648438,282.2158508300781,25.0,64.31610870361328
2020-05-28,77.44166564941406,161.72000122070312,110.89920806884766,174.1157684326172,281.69525146484375,25.030000686645508,64.62181091308594
2020-05-29,77.36622619628906,162.91000366210938,111.61786651611328,175.89146423339844,282.95037841796875,25.8799991607666,63.977352142333984
2020-06-01,78.31767272949219,163.66000366210938,111.5687026977539,175.4884033203125,284.093994140625,26.219999313354492,65.45635223388672
2020-06-02,78.68025207519531,162.60000610351562,111.9246597290039,177.48484802246094,286.44635009765625,27.06999969482422,65.98516845703125
2020-06-03,79.1133804321289,159.60000610351562,111.8568344116211,177.91677856445312,290.2585144042969,27.1200008392334,68.10038757324219
2020-06-04,78.43203735351562,161.27999877929688,111.51783752441406,175.5747833251953,289.4960632324219,27.5,67.42285919189453
2020-06-05,80.6658706665039,158.00999450683594,112.09416198730469,179.6829071044922,296.91571044921875,28.8700008392334,69.97599792480469
2020-06-08,81.14279174804688,159.72000122070312,112.46705627441406,180.79637145996094,300.50469970703125,28.3700008392334,71.71115112304688
2020-06-09,83.70513153076172,161.25999450683594,112.22978210449219,182.17848205566406,298.2638854980469,28.420000076293945,70.5213394165039
2020-06-10,85.85865783691406,163.57000732421875,112.96712493896484,188.93580627441406,296.59954833984375,28.43000030517578,68.72834014892578
2020-06-11,81.7365493774414,162.38999938964844,111.61956024169922,178.79025268554688,279.50091552734375,26.360000610351562,64.31610870361328
2020-06-12,82.44221496582031,162.6199951171875,112.1619644165039,180.20120239257812,282.84814453125,26.43000030517578,66.62138366699219
2020-06-15,83.46180725097656,162.3300018310547,113.7553482055664,181.35302734375,285.48870849609375,26.979999542236328,67.56332397460938
2020-06-16,85.67372131347656,162.25,113.4417495727539,185.79710388183594,290.98370361328125,27.639999389648438,68.89360809326172
2020-06-17,85.55448913574219,162.55999755859375,113.22136688232422,186.44021606445312,289.7749938964844,27.280000686645508,67.89381408691406
2020-06-18,85.58856964111328,162.24000549316406,113.47563171386719,188.43666076660156,289.8865966796875,27.889999389648438,67.15017700195312
2020-06-19,85.09945678710938,164.02999877929688,113.56040954589844,187.31365966796875,288.2298889160156,28.229999542236328,66.17520904541016
2020-06-22,87.32598876953125,165.08999633789062,113.45021057128906,192.51602172851562,290.0789489746094,28.979999542236328,66.10910034179688
2020-06-23,89.18994140625,166.47999572753906,113.23831939697266,193.80223083496094,291.4143981933594,28.719999313354492,65.83644104003906
2020-06-24,87.61553955078125,165.89999389648438,112.92477416992188,189.89564514160156,283.9807434082031,27.25,63.96080780029297
2020-06-25,88.77869415283203,165.8000030517578,113.04339599609375,192.29525756835938,287.0252380371094,27.940000534057617,64.77774047851562
2020-06-26,86.0509033203125,166.5399932861328,113.14513397216797,188.44631958007812,280.20794677734375,27.360000610351562,63.534423828125
2020-06-29,88.0340805053711,166.6300048828125,113.67056274414062,190.4715576171875,284.3263244628906,28.270000457763672,64.76104736328125
2020-06-30,88.76895141601562,167.3699951171875,113.99261474609375,195.3379364013672,287.9684143066406,28.059999465942383,65.52874755859375
2020-07-01,88.6010513305664,166.6199951171875,114.44287872314453,196.48019409179688,289.98553466796875,28.350000381469727,67.03907775878906
2020-07-02,88.6010513305664,166.97999572753906,114.72319030761719,197.97752380371094,291.5824279785156,28.75,66.84715270996094
2020-07-06,90.97115325927734,167.97999572753906,115.0204849243164,202.23922729492188,296.083740234375,28.959999084472656,66.81378936767578
2020-07-07,90.6888656616211,169.0399932861328,115.17340087890625,199.88763427734375,293.0299987792969,28.790000915527344,65.48701477050781
2020-07-08,92.80104064941406,170.08999633789062,114.98654174804688,204.28370666503906,295.271240234375,29.18000030517578,65.39522552490234
2020-07-09,93.20011138916016,169.6300048828125,115.63213348388672,205.71385192871094,293.5903015136719,28.40999984741211,64.98634338378906
2020-07-10,93.3631591796875,169.19000244140625,115.41976928710938,205.08995056152344,296.58795166015625,29.030000686645508,65.18661499023438
2020-07-13,92.93241882324219,169.39999389648438,115.11394500732422,198.75502014160156,294.0198974609375,28.5,64.41060638427734
2020-07-14,94.47032165527344,170.19000244140625,115.78507995605469,199.98362731933594,297.83013916015625,28.8799991607666,64.95296478271484
2020-07-15,95.12002563476562,170.33999633789062,116.01441192626953,199.68605041503906,300.5663757324219,29.290000915527344,65.58714294433594
2020-07-16,93.94956970214844,168.72999572753906,116.33722686767578,195.73147583007812,299.576416015625,29.15999984741211,64.80278015136719
2020-07-17,93.75977325439453,170.1199951171875,116.65151977539062,194.73326110839844,300.44488525390625,29.100000381469727,65.64556121826172
2020-07-20,95.73566436767578,170.94000244140625,116.97432708740234,203.10308837890625,302.8729553222656,29.1200008392334,64.8611831665039
2020-07-21,94.41435241699219,173.0,117.12724304199219,200.3675079345703,303.5173645019531,29.719999313354492,65.01972961425781
2020-07-22,94.67959594726562,175.6300048828125,117.50949096679688,203.2470703125,305.2449951171875,29.75,66.01273345947266
2020-07-23,90.37010192871094,177.17999267578125,117.59447479248047,194.40692138671875,301.60284423828125,29.40999984741211,65.73735809326172
2020-07-24,90.1462173461914,178.6999969482422,117.33114624023438,193.21673583984375,299.6604919433594,29.440000534057617,65.25336456298828
2020-07-27,92.28272247314453,182.22999572753906,116.97432708740234,195.66429138183594,301.8457336425781,29.719999313354492,65.870849609375
2020-07-28,90.7667465209961,183.75,116.85537719726562,193.9077911376953,299.9313049316406,29.350000381469727,67.18092346191406
2020-07-29,92.506591796875,185.1300048828125,117.49248504638672,195.86587524414062,303.62005615234375,29.56999969482422,68.48265838623047
2020-07-30,93.62594604492188,183.75999450683594,117.36509704589844,195.71231079101562,302.5367126464844,28.93000030517578,68.0404052734375
2020-07-31,103.42752075195312,185.42999267578125,117.52652740478516,196.7777557373047,304.92742919921875,29.06999969482422,67.91524505615234
2020-08-03,106.03366088867188,185.63999938964844,117.68401336669922,207.84475708007812,307.04736328125,29.34000015258789,67.0140380859375
2020-08-04,106.74175262451172,189.58999633789062,118.1181411743164,204.72523498535156,308.2333984375,29.780000686645508,68.01538848876953
2020-08-05,107.12865447998047,191.35000610351562,117.9564208984375,204.38929748535156,310.1478271484375,30.229999542236328,67.67325592041016
2020-08-06,110.86628723144531,193.88999938964844,118.45866394042969,207.6623992919922,312.2209777832031,30.18000030517578,67.78173828125
2020-08-07,108.34565734863281,190.80999755859375,118.12667083740234,203.94776916503906,312.4451904296875,29.850000381469727,68.74968719482422
2020-08-10,109.92045593261719,190.14999389648438,117.87125396728516,199.88763427734375,313.3790283203125,30.15999984741211,68.85816192626953
2020-08-11,106.65142059326172,179.94000244140625,117.13064575195312,195.21319580078125,310.79217529296875,29.81999969482422,67.86517333984375
2020-08-12,110.19591522216797,179.10000610351562,116.84124755859375,200.7898712158203,315.1253356933594,30.559999465942383,68.5494155883789
2020-08-13,112.14613342285156,183.3300018310547,115.78561401367188,200.31956481933594,314.5556640625,30.399999618530273,67.70664978027344
2020-08-14,112.0461654663086,182.5399932861328,115.27482604980469,200.5115203857422,314.5650939941406,30.329999923706055,67.71498107910156
2020-08-17,111.7536392211914,186.5,115.51318359375,201.8361053466797,315.56427001953125,30.770000457763672,68.26571655273438
2020-08-18,112.68486022949219,188.17999267578125,115.84519958496094,202.99752807617188,316.24603271484375,30.600000381469727,67.94027709960938
2020-08-19,112.82623291015625,182.24000549316406,115.53871154785156,201.7659454345703,314.92926025390625,30.65999984741211,66.74701690673828
2020-08-20,115.32981872558594,183.5,115.94730377197266,206.4613494873047,315.9098205566406,30.520000457763672,67.38121032714844
2020-08-21,121.27303314208984,182.02999877929688,116.16015625,204.96034240722656,317.0304260253906,30.18000030517578,67.48966979980469
2020-08-24,122.7234878540039,181.0,115.95582580566406,205.6050262451172,320.2429504394531,30.350000381469727,67.923583984375
2020-08-25,121.7166976928711,181.22000122070312,115.4535903930664,208.27980041503906,321.36358642578125,30.920000076293945,68.09881591796875
2020-08-26,123.3719253540039,183.36000061035156,115.49613952636719,212.78274536132812,324.5854797363281,30.93000030517578,67.4729995727539
2020-08-27,121.89708709716797,181.24000549316406,114.5767593383789,218.00726318359375,325.29522705078125,30.670000076293945,68.4659652709961
2020-08-28,121.69963836669922,184.38999938964844,114.9257583618164,220.24913024902344,327.3964538574219,30.719999313354492,68.91658020019531
2020-08-31,125.8267593383789,184.8300018310547,115.43656158447266,216.99700927734375,326.2104187011719,30.579999923706055,68.21563720703125
2020-09-01,130.83877563476562,185.0500030517578,116.16604614257812,218.6711883544922,329.2828674316406,30.610000610351562,68.26571655273438
2020-09-02,128.12799072265625,182.6199951171875,116.6266860961914,222.8854522705078,334.045654296875,29.860000610351562,69.53406524658203
2020-09-03,117.86993408203125,181.13999938964844,116.37077331542969,209.0784149169922,322.5496520996094,29.639999389648438,68.69961547851562
2020-09-04,117.94795227050781,181.63999938964844,115.1336441040039,206.143798828125,319.9161376953125,28.510000228881836,68.34080505371094
2020-09-08,110.0106430053711,181.2899932861328,115.24462127685547,194.9923095703125,311.1751403808594,26.75,67.50636291503906
2020-09-09,114.39859771728516,183.0500030517578,115.32139587402344,203.2957763671875,317.3199768066406,27.40999984741211,68.17391204833984
2020-09-10,110.66395568847656,182.4600067138672,115.40672302246094,197.59979248046875,311.8101806640625,26.790000915527344,67.33946228027344
2020-09-11,109.21104431152344,182.4499969482422,115.49202728271484,196.3104705810547,311.9689025878906,27.040000915527344,66.9639663696289
2020-09-14,112.48738098144531,183.88999938964844,115.78211975097656,197.6382598876953,316.0779113769531,26.940000534057617,68.59947204589844
2020-09-15,112.66290283203125,183.4499969482422,115.91004180908203,200.88075256347656,317.6748962402344,27.520000457763672,69.42560577392578
2020-09-16,109.33782196044922,183.97000122070312,115.98685455322266,197.2919158935547,316.4140625,28.700000762939453,69.79273986816406
2020-09-17,107.59239196777344,182.9600067138672,116.01242065429688,195.23287963867188,313.63116455078125,29.229999542236328,68.4325942993164
2020-09-18,104.17955017089844,183.1999969482422,115.79915618896484,192.80819702148438,310.0203857421875,29.059999465942383,66.88890838623047
2020-09-21,107.33885955810547,179.52000427246094,115.68824768066406,194.87686157226562,306.5699768066406,28.290000915527344,64.87786865234375
2020-09-22,109.02578735351562,178.64999389648438,115.75650024414062,199.57225036621094,309.6922302246094,28.170000076293945,65.65391540527344
2020-09-23,104.45258331298828,174.7899932861328,114.92040252685547,193.00064086914062,302.5102233886719,28.030000686645508,63.67627716064453
2020-09-24,105.52519989013672,175.44000244140625,114.63035583496094,195.50225830078125,303.3164978027344,28.5,64.01840209960938
2020-09-25,109.48408508300781,174.94000244140625,114.51090240478516,199.9571075439453,308.22021484375,28.350000381469727,65.33863067626953
2020-09-28,112.09735107421875,176.6999969482422,115.09104919433594,201.51580810546875,313.33953857421875,28.690000534057617,66.6756820678711
2020-09-29,111.24901580810547,178.19000244140625,114.94598388671875,199.4182586669922,311.63311767578125,27.700000762939453,66.19635009765625
2020-09-30,112.9261703491211,177.1199951171875,114.92894744873047,202.3721466064453,313.9958801269531,28.290000915527344,66.3981704711914
2020-10-01,113.88179016113281,178.6999969482422,115.24866485595703,204.42156982421875,316.0117492675781,27.510000228881836,67.72681427001953
2020-10-02,110.20567321777344,178.5399932861328,115.26581573486328,198.3887481689453,313.01141357421875,26.350000381469727,68.89566802978516
2020-10-05,113.59900665283203,179.41000366210938,114.8810806274414,202.42027282714844,318.5621337890625,27.93000030517578,69.2908935546875
2020-10-06,110.34217071533203,177.3000030517578,114.78702545166016,198.11935424804688,314.0334167480469,28.389999389648438,68.8367919921875
2020-10-07,112.21434783935547,177.22000122070312,114.82121276855469,201.89105224609375,319.4996337890625,28.389999389648438,68.9377212524414
2020-10-08,112.10711669921875,177.85000610351562,115.10335540771484,202.61268615722656,322.33123779296875,29.139999389648438,70.08975219726562
2020-10-09,114.05730438232422,181.0800018310547,115.3684310913086,207.64480590820312,325.2097473144531,28.690000534057617,69.81227111816406
2020-10-12,121.30227661132812,180.55999755859375,116.03536224365234,213.02328491210938,330.4414978027344,28.06999969482422,70.14020538330078
2020-10-13,118.08445739746094,177.72000122070312,115.92413330078125,214.4280242919922,328.28509521484375,28.459999084472656,68.9377212524414
2020-10-14,118.1722183227539,178.27000427246094,116.03536224365234,212.50372314453125,326.22235107421875,28.979999542236328,68.09680938720703
2020-10-15,117.70417785644531,178.9199981689453,115.91561126708984,211.34909057617188,325.8191223144531,28.940000534057617,68.44999694824219
2020-10-16,116.05625915527344,178.3000030517578,115.71894836425781,211.34909057617188,325.62225341796875,28.719999313354492,67.96224975585938
2020-10-19,113.09195709228516,178.38999938964844,115.49668884277344,206.1149444580078,320.6717224121094,28.59000015258789,66.90272521972656
2020-10-20,114.5838623046875,179.25,115.2572250366211,206.52867126464844,321.9562072753906,29.049999237060547,67.38203430175781
2020-10-21,113.95980072021484,180.60000610351562,115.06916809082031,206.67300415039062,321.34674072265625,28.100000381469727,67.18022155761719
2020-10-22,112.86767578125,178.8300018310547,114.81261444091797,206.75961303710938,323.10943603515625,28.510000228881836,67.17179870605469
2020-10-23,112.17536163330078,178.63999938964844,115.10335540771484,208.0488739013672,324.2064208984375,27.8799991607666,67.57544708251953
2020-10-26,112.18512725830078,178.5500030517578,115.34278106689453,202.13157653808594,318.21514892578125,27.110000610351562,66.6083984375
2020-10-27,113.6965103149414,179.02000427246094,115.81302642822266,205.18165588378906,317.1181335449219,27.690000534057617,65.54045104980469
2020-10-28,108.43097686767578,176.1300048828125,115.24017333984375,195.0115509033203,306.2794189453125,26.309999465942383,63.97637176513672
2020-10-29,112.44837951660156,175.39999389648438,114.9408950805664,196.97434997558594,309.39215087890625,25.600000381469727,64.83407592773438
2020-10-30,106.14925384521484,176.1999969482422,114.34237670898438,194.8094940185547,306.1668701171875,25.25,64.40522766113281
2020-11-02,106.06147766113281,177.91000366210938,114.79048156738281,194.67478942871094,309.5984802246094,26.260000228881836,65.9440689086914
2020-11-03,107.68993377685547,178.9199981689453,114.90193939208984,198.6196746826172,315.06475830078125,26.719999313354492,67.2138671875
2020-11-04,112.08760833740234,178.82000732421875,116.62413024902344,208.2028350830078,322.106201171875,27.440000534057617,67.33159637451172
2020-11-05,116.06600189208984,182.92999267578125,117.0611343383789,214.841796875,328.3882141113281,27.15999984741211,67.65113830566406
2020-11-06,115.93414306640625,183.19000244140625,116.69268798828125,215.25550842285156,328.313232421875,26.469999313354492,67.18863677978516
2020-11-09,113.61917114257812,175.0800018310547,115.81014251708984,210.12716674804688,332.43865966796875,28.06999969482422,69.56841278076172
2020-11-10,113.27729034423828,175.66000366210938,115.51025390625,203.02639770507812,331.9511413574219,28.90999984741211,70.58589935302734
2020-11-11,116.7155532836914,174.89999389648438,115.72444915771484,208.35679626464844,334.4169921875,29.040000915527344,70.85498046875
2020-11-12,116.44205474853516,175.9600067138672,116.18714904785156,207.28878784179688,331.1728820800781,28.65999984741211,69.92998504638672
2020-11-13,116.49089050292969,177.16000366210938,116.32423400878906,208.31825256347656,335.7578125,28.1299991607666,71.79679870605469
2020-11-16,117.50677490234375,177.14999389648438,116.70124053955078,209.01104736328125,339.9489440917969,28.809999465942383,72.60407257080078
2020-11-17,116.61788940429688,176.5,117.0782241821289,206.34584045410156,338.1206359863281,28.8700008392334,72.67134857177734
2020-11-18,115.2894515991211,175.49000549316406,117.32671356201172,203.62545776367188,334.05133056640625,29.0,71.25862884521484
2020-11-19,115.88529968261719,175.16000366210938,117.97795104980469,204.91810607910156,335.4577941894531,29.09000015258789,71.53612518310547
2020-11-20,114.61549377441406,175.69000244140625,117.87510681152344,202.95980834960938,333.16064453125,29.270000457763672,71.14932250976562
2020-11-23,111.2065200805664,172.22999572753906,118.02075958251953,202.689697265625,335.1578063964844,29.520000457763672,71.28385925292969
2020-11-24,112.49586486816406,169.58999633789062,117.75518798828125,206.3072509765625,340.5583801269531,30.799999237060547,71.6622543334961
2020-11-25,113.3359146118164,169.50999450683594,117.82369995117188,206.31692504882812,340.03338623046875,31.3700008392334,71.70430755615234
2020-11-27,113.88290405273438,167.7899932861328,118.24361419677734,207.62889099121094,340.9802551269531,31.219999313354492,71.38475799560547
2020-11-30,116.2857894897461,166.6699981689453,118.65485382080078,206.50985717773438,339.47076416015625,30.969999313354492,70.63636779785156
2020-12-01,119.87055206298828,170.17999267578125,118.2049331665039,208.5742950439453,343.18365478515625,30.6200008392334,71.54452514648438
2020-12-02,120.22221374511719,171.4600067138672,117.81004333496094,207.76393127441406,343.9056091308594,30.969999313354492,70.98113250732422
2020-12-03,120.08546447753906,172.80999755859375,118.27367401123047,206.67385864257812,343.8117980957031,31.25,71.57817077636719
2020-12-04,119.41149139404297,172.32000732421875,117.62114715576172,206.7895965576172,346.7747497558594,31.559999465942383,72.67134857177734
2020-12-07,120.87665557861328,174.88999938964844,117.72417449951172,206.72210693359375,346.0621643066406,31.399999618530273,72.0406723022461
2020-12-08,121.49201965332031,175.5,117.5868148803711,208.38134765625,347.0747985839844,31.40999984741211,71.78839111328125
2020-12-09,118.95240020751953,172.5,117.15753936767578,204.32003784179688,343.9619140625,31.34000015258789,71.34273529052734
2020-12-10,120.37850952148438,172.1699981689453,117.74134063720703,203.08523559570312,343.8493347167969,32.11000061035156,71.0315933227539
2020-12-11,119.56776428222656,172.49000549316406,117.86158752441406,205.7284698486328,343.4461975097656,31.940000534057617,70.96430969238281
2020-12-14,118.95240020751953,171.5399932861328,117.77571868896484,206.63525390625,341.9085388183594,32.16999816894531,70.6531753540039
2020-12-15,124.91075134277344,173.94000244140625,118.00749206542969,206.5677490234375,346.5308837890625,32.540000915527344,72.09953308105469
2020-12-16,124.84239196777344,174.89999389648438,117.91304779052734,211.53585815429688,347.0747985839844,32.7400016784668,72.18362426757812
2020-12-17,125.71170806884766,176.74000549316406,118.0850601196289,211.67091369628906,349.0155944824219,33.15999984741211,72.88158416748047
2020-12-18,123.71908569335938,176.44000244140625,117.99910736083984,210.8702392578125,347.62200927734375,33.47999954223633,71.41841125488281
2020-12-21,125.25263977050781,175.8800048828125,117.76681518554688,214.72894287109375,346.37908935546875,32.63999938964844,71.0147705078125
2020-12-22,128.81788635253906,174.49000549316406,118.09370422363281,216.0313262939453,345.7952880859375,32.09000015258789,71.51089477539062
2020-12-23,127.91924285888672,175.64999389648438,118.1195297241211,213.2144317626953,346.10595703125,32.75,71.04840087890625
2020-12-24,128.90579223632812,176.35000610351562,118.52386474609375,214.8833465576172,347.4526062011719,32.91999816894531,71.67042541503906
2020-12-28,133.51617431640625,175.7100067138672,118.60130310058594,217.0152587890625,350.43743896484375,32.59000015258789,72.09766387939453
2020-12-29,131.7384490966797,176.35000610351562,118.65292358398438,216.23388671875,349.76885986328125,32.779998779296875,71.48246002197266
2020-12-30,130.6151580810547,177.6999969482422,118.8077621459961,213.8511199951172,350.2679748535156,32.90999984741211,71.87549591064453
2020-12-31,129.6090850830078,178.36000061035156,118.83357238769531,214.56497192382812,352.04754638671875,33.0099983215332,72.56759643554688
2021-01-04,126.40523529052734,182.3300018310547,118.23135375976562,210.0020294189453,347.2547607421875,32.380001068115234,70.20933532714844
2021-01-05,127.96809387207031,182.8699951171875,117.85286712646484,210.20455932617188,349.6465148925781,33.939998626708984,70.31185913085938
2021-01-06,123.66046905517578,179.89999389648438,116.8979263305664,204.75413513183594,351.73675537109375,34.11000061035156,70.4314956665039
2021-01-07,127.88018035888672,179.47999572753906,116.88067626953125,210.580810546875,356.9627380371094,34.529998779296875,70.2947769165039
2021-01-08,128.98394775390625,173.33999633789062,116.79462432861328,211.86383056640625,358.9966125488281,35.43000030517578,70.97833251953125
2021-01-11,125.9852294921875,173.0,116.29570007324219,209.80908203125,356.57672119140625,35.2599983215332,70.03845977783203
2021-01-12,125.80941009521484,174.1199951171875,116.54515838623047,207.3394775390625,356.6519775390625,35.900001525878906,70.20077514648438
2021-01-13,127.85089874267578,173.3699951171875,117.44852447509766,208.6996612548828,357.61248779296875,35.79999923706055,71.05524444580078
2021-01-14,125.91685485839844,173.27999877929688,116.94091033935547,205.49696350097656,356.360107421875,36.2400016784668,71.47391510009766
2021-01-15,124.18795013427734,171.1300048828125,117.12158966064453,205.14004516601562,353.76129150390625,35.34000015258789,72.294189453125
2021-01-19,124.8619155883789,172.5800018310547,117.32807922363281,208.796142578125,356.5390319824219,35.75,72.08910369873047
2021-01-20,128.96441650390625,175.38999938964844,117.29364013671875,216.41717529296875,361.4730529785156,35.790000915527344,73.4647445678711
2021-01-21,133.69203186035156,175.27999877929688,116.82907104492188,217.02491760253906,361.8025817871094,35.7599983215332,73.11442565917969
2021-01-22,135.84097290039062,173.89999389648438,116.7430648803711,217.9702911376953,360.5220031738281,35.22999954223633,73.28532409667969
2021-01-25,139.60153198242188,174.0500030517578,117.24201965332031,221.4238739013672,361.9438781738281,35.59000015258789,73.8407211303711
2021-01-26,139.83596801757812,173.6199951171875,117.23343658447266,224.12498474121094,361.37884521484375,35.45000076293945,74.36192321777344
2021-01-27,138.7615203857422,172.52000427246094,117.02693939208984,224.6748504638672,352.54656982421875,35.5,73.04608154296875
2021-01-28,133.9069061279297,172.67999267578125,116.83766174316406,230.491943359375,355.5785217285156,35.25,73.43912506103516
2021-01-29,128.8960418701172,172.61000061035156,116.65704345703125,223.76806640625,348.4600830078125,35.18000030517578,72.59322357177734
2021-02-01,131.02540588378906,174.22999572753906,116.88719940185547,231.1864776611328,354.2603759765625,36.119998931884766,74.25084686279297
2021-02-02,131.85569763183594,172.11000061035156,116.57682037353516,231.05137634277344,359.2696533203125,36.81999969482422,74.69514465332031
2021-02-03,130.83009338378906,171.85000610351562,116.30099487304688,234.41815185546875,359.5520935058594,37.439998626708984,74.5071792602539
2021-02-04,134.19998168945312,168.14999389648438,116.49928283691406,233.46307373046875,363.63873291015625,37.810001373291016,75.01984405517578
2021-02-05,133.7841796875,169.80999755859375,116.18894958496094,233.6464080810547,365.0699768066406,38.189998626708984,75.28472137451172
2021-02-08,133.93092346191406,171.52000427246094,116.68891143798828,233.90684509277344,367.70648193359375,38.939998626708984,75.69486236572266
2021-02-09,133.05050659179688,172.0800018310547,116.50787353515625,235.1609649658203,367.461669921875,39.16999816894531,75.959716796875
2021-02-10,132.4440155029297,172.7100067138672,116.78374481201172,234.24453735351562,367.30157470703125,39.279998779296875,76.36984252929688
2021-02-11,132.18966674804688,171.2100067138672,116.47341918945312,235.85556030273438,367.8948059082031,38.970001220703125,76.5322036743164
2021-02-12,132.4244384765625,170.69000244140625,116.09410858154297,236.33787536621094,369.7120666503906,39.939998626708984,76.5492935180664
2021-02-16,130.2918701171875,168.24000549316406,115.27521514892578,235.09344482421875,369.3919677734375,40.45000076293945,75.959716796875
2021-02-17,127.9930191040039,166.3300018310547,115.85276794433594,236.11834716796875,369.4766540527344,40.88999938964844,75.86572265625
2021-02-18,126.8875961303711,166.32000732421875,115.628662109375,235.72189331054688,367.9041748046875,40.27000045776367,75.5410385131836
2021-02-19,127.04412078857422,167.00999450683594,114.79255676269531,232.9952392578125,367.25445556640625,39.68000030517578,75.976806640625
